-0.62291,-1.0789,-1.8687,-0.32347,0.24245,-0.22703
-0.61057,-1.0575,-1.8316,-0.31707,0.23763,-0.22252
-0.59848,-1.0366,-1.7951,-0.3108,0.23291,-0.2181
-0.58663,-1.0161,-1.7594,-0.30465,0.22829,-0.21377
-0.57501,-0.99594,-1.7244,-0.29863,0.22375,-0.20952
-0.56362,-0.97621,-1.6902,-0.29272,0.2193,-0.20536
-0.55245,-0.95687,-1.6566,-0.28693,0.21495,-0.20128
-0.54151,-0.93791,-1.6236,-0.28125,0.21068,-0.19728
-0.53078,-0.91933,-1.5913,-0.27568,0.20649,-0.19337
-0.52026,-0.90111,-1.5597,-0.27022,0.20239,-0.18953
-0.50995,-0.88325,-1.5287,-0.26487,0.19837,-0.18576
-0.49984,-0.86574,-1.4983,-0.25962,0.19443,-0.18207
-0.48993,-0.84858,-1.4685,-0.25448,0.19057,-0.17846
-0.48022,-0.83175,-1.4393,-0.24944,0.18679,-0.17492
-0.4707,-0.81526,-1.4107,-0.24449,0.18308,-0.17145
-0.46137,-0.7991,-1.3827,-0.23965,0.17944,-0.16804
-0.45223,-0.78325,-1.3552,-0.2349,0.17588,-0.16471
-0.44326,-0.76772,-1.3283,-0.23024,0.17239,-0.16144
-0.43448,-0.75249,-1.3019,-0.22568,0.16897,-0.15823
-0.42587,-0.73757,-1.276,-0.2212,0.16561,-0.15509
-0.41742,-0.72294,-1.2507,-0.21682,0.16232,-0.15201
-0.40915,-0.7086,-1.2258,-0.21252,0.1591,-0.149
-0.40104,-0.69454,-1.2015,-0.2083,0.15595,-0.14604
-0.39309,-0.68076,-1.1776,-0.20417,0.15285,-0.14314
-0.3853,-0.66725,-1.1542,-0.20012,0.14982,-0.1403
-0.37766,-0.65402,-1.1313,-0.19615,0.14685,-0.13752
-0.37018,-0.64104,-1.1088,-0.19226,0.14393,-0.13479
-0.36284,-0.62832,-1.0868,-0.18844,0.14108,-0.13211
-0.35565,-0.61585,-1.0652,-0.1847,0.13828,-0.12949
-0.3486,-0.60363,-1.044,-0.18104,0.13554,-0.12692
-0.34169,-0.59165,-1.0233,-0.17744,0.13285,-0.12441
-0.33492,-0.57991,-1.003,-0.17392,0.13021,-0.12194
-0.32828,-0.5684,-0.98303,-0.17047,0.12763,-0.11952
-0.32178,-0.55711,-0.96351,-0.16708,0.1251,-0.11715
-0.31541,-0.54606,-0.94437,-0.16376,0.12262,-0.11482
-0.30916,-0.53522,-0.92561,-0.16051,0.12019,-0.11254
-0.30303,-0.52459,-0.90723,-0.15732,0.11781,-0.11031
-0.29703,-0.51418,-0.88921,-0.1542,0.11548,-0.10812
-0.29115,-0.50397,-0.87155,-0.15114,0.11319,-0.10598
-0.28538,-0.49396,-0.85424,-0.14813,0.11094,-0.10387
-0.27973,-0.48415,-0.83728,-0.14519,0.10875,-0.10181
-0.27419,-0.47454,-0.82065,-0.14231,0.10659,-0.099793
-0.26876,-0.46512,-0.80435,-0.13948,0.10448,-0.097813
-0.26344,-0.45588,-0.78838,-0.13671,0.10241,-0.095873
-0.25823,-0.44683,-0.77272,-0.13399,0.10038,-0.09397
-0.25311,-0.43796,-0.75738,-0.13133,0.098396,-0.092106
-0.2481,-0.42926,-0.74234,-0.12872,0.096448,-0.090278
-0.24319,-0.42074,-0.7276,-0.12616,0.094538,-0.088487
-0.23838,-0.41238,-0.71315,-0.12365,0.092666,-0.086731
-0.23366,-0.40419,-0.69899,-0.1212,0.090832,-0.08501
-0.22904,-0.39616,-0.68511,-0.11879,0.089034,-0.083323
-0.2245,-0.38829,-0.6715,-0.11643,0.087271,-0.08167
-0.22006,-0.38058,-0.65817,-0.11412,0.085544,-0.080049
-0.2157,-0.37302,-0.6451,-0.11185,0.08385,-0.07846
-0.21143,-0.36562,-0.63229,-0.10963,0.082191,-0.076903
-0.20725,-0.35835,-0.61973,-0.10745,0.080564,-0.075376
-0.20315,-0.35124,-0.60743,-0.10531,0.078969,-0.07388
-0.19913,-0.34426,-0.59537,-0.10322,0.077406,-0.072413
-0.19519,-0.33742,-0.58354,-0.10117,0.075874,-0.070976
-0.19132,-0.33072,-0.57196,-0.099163,0.074372,-0.069567
-0.18754,-0.32415,-0.5606,-0.097194,0.0729,-0.068185
-0.18382,-0.31771,-0.54947,-0.095265,0.071457,-0.066831
-0.18018,-0.3114,-0.53856,-0.093374,0.070042,-0.065504
-0.17662,-0.30522,-0.52786,-0.091521,0.068655,-0.064202
-0.17312,-0.29916,-0.51738,-0.089705,0.067296,-0.062927
-0.16969,-0.29321,-0.50711,-0.087925,0.065963,-0.061676
-0.16633,-0.28739,-0.49704,-0.086182,0.064657,-0.060451
-0.16303,-0.28168,-0.48717,-0.084473,0.063377,-0.059249
-0.1598,-0.27609,-0.4775,-0.082799,0.062122,-0.058071
-0.15664,-0.2706,-0.46801,-0.081159,0.060891,-0.056915
-0.15353,-0.26523,-0.45872,-0.079551,0.059685,-0.055783
-0.15049,-0.25996,-0.44961,-0.077976,0.058503,-0.054672
-0.14751,-0.2548,-0.44068,-0.076433,0.057344,-0.053583
-0.14458,-0.24974,-0.43193,-0.074922,0.056207,-0.052515
-0.14172,-0.24478,-0.42335,-0.073441,0.055094,-0.051467
-0.13891,-0.23992,-0.41495,-0.071991,0.054002,-0.050439
-0.13615,-0.23515,-0.40671,-0.070571,0.052933,-0.04943
-0.13345,-0.23048,-0.39863,-0.06918,0.051884,-0.048439
-0.1308,-0.22591,-0.39071,-0.067819,0.050857,-0.047465
-0.12821,-0.22142,-0.38295,-0.066488,0.049851,-0.046507
-0.12566,-0.21702,-0.37535,-0.065188,0.048865,-0.045561
-0.12317,-0.21271,-0.36789,-0.063921,0.047901,-0.044622
-0.12072,-0.20849,-0.36059,-0.062701,0.046961,-0.043669
-0.11833,-0.20435,-0.35343,-0.061885,0.04614,-0.042117
-0.11598,-0.20029,-0.34641,-0.062496,0.045699,-0.038256
-0.11367,-0.19632,-0.33953,-0.061348,0.044812,-0.037351
-0.11142,-0.19242,-0.33278,-0.061276,0.044199,-0.034683
-0.1092,-0.1886,-0.32617,-0.060594,0.043446,-0.033105
-0.10703,-0.18485,-0.31969,-0.061069,0.042984,-0.029851
-0.10491,-0.18118,-0.31334,-0.060056,0.042172,-0.028954
-0.10282,-0.17758,-0.30712,-0.0606,0.041722,-0.025822
-0.10078,-0.17406,-0.30102,-0.059734,0.040963,-0.024811
-0.098773,-0.1706,-0.29504,-0.059546,0.040355,-0.022832
-0.096809,-0.16721,-0.28918,-0.059335,0.039748,-0.020954
-0.094885,-0.16389,-0.28343,-0.059267,0.039182,-0.019002
-0.092998,-0.16064,-0.2778,-0.058935,0.038564,-0.017471
-0.091148,-0.15745,-0.27228,-0.058759,0.037985,-0.015806
-0.089336,-0.15432,-0.26688,-0.058646,0.037427,-0.014148
-0.087559,-0.15126,-0.26157,-0.058806,0.036924,-0.012256
-0.085817,-0.14826,-0.25638,-0.05865,0.036363,-0.010793
-0.08411,-0.14531,-0.25128,-0.058208,0.035759,-0.0097125
-0.082437,-0.14243,-0.24629,-0.057937,0.035192,-0.0084744
-0.080797,-0.1396,-0.2414,-0.057569,0.034619,-0.0074058
-0.079189,-0.13683,-0.2366,-0.057394,0.034082,-0.0061845
-0.077614,-0.13411,-0.2319,-0.057185,0.033544,-0.0050328
-0.07607,-0.13145,-0.22729,-0.056805,0.032989,-0.0041163
-0.074556,-0.12884,-0.22278,-0.056638,0.032474,-0.0030368
-0.073073,-0.12628,-0.21835,-0.055985,0.031905,-0.0025221
-0.071619,-0.12377,-0.21401,-0.055822,0.031399,-0.0016136
-0.070193,-0.12131,-0.20976,-0.055156,0.030831,-0.0011798
-0.068797,-0.11891,-0.20559,-0.054727,0.030304,-0.00054758
-0.067428,-0.11654,-0.20151,-0.054294,0.029784,5.1688e-05
-0.066086,-0.11423,-0.1975,-0.053744,0.029257,0.00051574
-0.064771,-0.11196,-0.19358,-0.053064,0.028722,0.00083885
-0.063482,-0.10974,-0.18973,-0.052292,0.028185,0.0010558
-0.062219,-0.10756,-0.18596,-0.051538,0.027657,0.0012652
-0.060981,-0.10542,-0.18226,-0.050722,0.027131,0.0014038
-0.059767,-0.10333,-0.17864,-0.049881,0.026609,0.0015039
-0.058578,-0.10128,-0.17509,-0.048989,0.02609,0.0015496
-0.057413,-0.099269,-0.17161,-0.048043,0.025574,0.00154
-0.05627,-0.097298,-0.1682,-0.047082,0.025064,0.001506
-0.055151,-0.095366,-0.16486,-0.046141,0.024564,0.0014732
-0.054053,-0.093472,-0.16158,-0.045221,0.024074,0.0014424
-0.052978,-0.091616,-0.15837,-0.04432,0.023594,0.0014131
-0.051924,-0.089797,-0.15522,-0.043438,0.023124,0.001385
-0.050891,-0.088014,-0.15214,-0.042574,0.022663,0.001358
-0.049879,-0.086266,-0.14912,-0.041728,0.022211,0.0013317
-0.048886,-0.084554,-0.14615,-0.040899,0.021768,0.0013062
-0.047914,-0.082875,-0.14325,-0.040086,0.021334,0.0012813
-0.046961,-0.081229,-0.1404,-0.03929,0.020908,0.0012571
-0.046027,-0.079616,-0.13761,-0.038509,0.020491,0.0012334
-0.045111,-0.078035,-0.13487,-0.037745,0.020083,0.0012104
-0.044214,-0.076486,-0.13219,-0.036995,0.019683,0.0011878
-0.043335,-0.074967,-0.12957,-0.03626,0.01929,0.0011658
-0.042473,-0.073478,-0.12699,-0.03554,0.018906,0.0011442
-0.041628,-0.072019,-0.12447,-0.034834,0.018529,0.0011232
-0.0408,-0.070589,-0.12199,-0.034143,0.018159,0.0011026
-0.039989,-0.069188,-0.11957,-0.033464,0.017797,0.0010824
-0.039194,-0.067814,-0.11719,-0.0328,0.017443,0.0010627
-0.038415,-0.066467,-0.11486,-0.032149,0.017095,0.0010434
-0.037651,-0.065148,-0.11258,-0.03151,0.016754,0.0010246
-0.036902,-0.063854,-0.11034,-0.030884,0.01642,0.0010061
-0.036169,-0.062586,-0.10815,-0.030271,0.016093,0.00098805
-0.03545,-0.061343,-0.106,-0.02967,0.015773,0.00097039
-0.034745,-0.060125,-0.10389,-0.02908,0.015458,0.00095311
-0.034054,-0.058932,-0.10183,-0.028503,0.01515,0.0009362
-0.033378,-0.057761,-0.099806,-0.027937,0.014848,0.00091966
-0.032714,-0.056615,-0.097823,-0.027382,0.014553,0.00090347
-0.032064,-0.05549,-0.095879,-0.026838,0.014263,0.00088762
-0.031427,-0.054389,-0.093973,-0.026305,0.013979,0.00087212
-0.030802,-0.053309,-0.092106,-0.025782,0.0137,0.00085694
-0.03019,-0.05225,-0.090275,-0.02527,0.013427,0.00084208
-0.02959,-0.051213,-0.088481,-0.024768,0.01316,0.00082754
-0.029002,-0.050196,-0.086723,-0.024276,0.012898,0.00081331
-0.028426,-0.049199,-0.084999,-0.023793,0.012641,0.00079938
-0.027861,-0.048222,-0.08331,-0.023321,0.012389,0.00078574
-0.027308,-0.047265,-0.081655,-0.022857,0.012143,0.00077238
-0.026765,-0.046326,-0.080032,-0.022403,0.011901,0.0007593
-0.026233,-0.045406,-0.078441,-0.021958,0.011664,0.00074649
-0.025712,-0.044505,-0.076883,-0.021521,0.011432,0.00073394
-0.025202,-0.043621,-0.075355,-0.021094,0.011204,0.00072165
-0.024701,-0.042755,-0.073857,-0.020675,0.010981,0.0007096
-0.02421,-0.041906,-0.07239,-0.020264,0.010763,0.0006978
-0.02373,-0.041074,-0.070951,-0.019861,0.010549,0.00068624
-0.023258,-0.040258,-0.069541,-0.019466,0.010339,0.0006749
-0.022796,-0.039459,-0.06816,-0.019079,0.010133,0.00066379
-0.022344,-0.038676,-0.066805,-0.0187,0.0099313,0.00065289
-0.0219,-0.037908,-0.065478,-0.018328,0.0097337,0.00064221
-0.021465,-0.037155,-0.064177,-0.017964,0.00954,0.00063172
-0.021039,-0.036417,-0.062901,-0.017607,0.0093503,0.00062144
-0.020621,-0.035694,-0.061652,-0.017257,0.0091643,0.00061134
-0.020212,-0.034985,-0.060427,-0.016914,0.008982,0.00060143
-0.01981,-0.034291,-0.059226,-0.016578,0.0088033,0.00059171
-0.019417,-0.03361,-0.058049,-0.016248,0.0086283,0.00058215
-0.019031,-0.032943,-0.056896,-0.015925,0.0084567,0.00057277
-0.018654,-0.032288,-0.055765,-0.015609,0.0082885,0.00056355
-0.018283,-0.031647,-0.054657,-0.015298,0.0081237,0.00055448
-0.01792,-0.031019,-0.053571,-0.014994,0.0079622,0.00054557
-0.017564,-0.030403,-0.052507,-0.014696,0.0078039,0.00053681
-0.017216,-0.029799,-0.051464,-0.014404,0.0076487,0.0005282
-0.016874,-0.029208,-0.050441,-0.014118,0.0074967,0.00051972
-0.016539,-0.028628,-0.049439,-0.013837,0.0073477,0.00051137
-0.016211,-0.028059,-0.048457,-0.013562,0.0072016,0.00050316
-0.015889,-0.027502,-0.047494,-0.013292,0.0070585,0.00049507
-0.015574,-0.026956,-0.046551,-0.013028,0.0069182,0.0004871
-0.015265,-0.026421,-0.045626,-0.012769,0.0067807,0.00047925
-0.014962,-0.025896,-0.044719,-0.012515,0.006646,0.00047151
-0.014665,-0.025382,-0.043831,-0.012267,0.0065139,0.00046389
-0.014374,-0.024878,-0.04296,-0.012023,0.0063845,0.00045637
-0.014088,-0.024384,-0.042107,-0.011784,0.0062576,0.00044895
-0.013809,-0.0239,-0.04127,-0.01155,0.0061333,0.00044163
-0.013535,-0.023426,-0.040451,-0.01132,0.0060114,0.00043441
-0.013266,-0.022961,-0.039647,-0.011095,0.005892,0.00042729
-0.013003,-0.022505,-0.038859,-0.010875,0.005775,0.00042026
-0.012745,-0.022058,-0.038088,-0.010658,0.0056603,0.00041331
-0.012492,-0.02162,-0.037331,-0.010447,0.0055478,0.00040646
-0.012244,-0.021191,-0.036589,-0.010239,0.0054376,0.00039969
-0.012001,-0.02077,-0.035863,-0.010035,0.0053296,0.000393
-0.011763,-0.020357,-0.03515,-0.009836,0.0052238,0.00038639
-0.011529,-0.019953,-0.034452,-0.0096405,0.00512,0.00037986
-0.0113,-0.019557,-0.033768,-0.0094489,0.0050184,0.00037341
-0.011076,-0.019169,-0.033097,-0.0092612,0.0049187,0.00036704
-0.010856,-0.018788,-0.03244,-0.0090771,0.004821,0.00036074
-0.010641,-0.018415,-0.031795,-0.0088968,0.0047253,0.00035452
-0.01043,-0.01805,-0.031164,-0.00872,0.0046315,0.00034837
-0.010223,-0.017691,-0.030545,-0.0085467,0.0045395,0.0003423
-0.01002,-0.01734,-0.029938,-0.0083769,0.0044494,0.00033629
-0.0098211,-0.016996,-0.029344,-0.0082105,0.004361,0.00033036
-0.0096263,-0.016658,-0.028761,-0.0080473,0.0042744,0.0003245
-0.0094352,-0.016327,-0.02819,-0.0078874,0.0041896,0.00031871
-0.009248,-0.016003,-0.02763,-0.0077307,0.0041064,0.00031299
-0.0090645,-0.015686,-0.027081,-0.0075772,0.0040249,0.00030734
-0.0088846,-0.015374,-0.026543,-0.0074266,0.003945,0.00030177
-0.0087083,-0.015069,-0.026016,-0.0072791,0.0038666,0.00029626
-0.0085354,-0.01477,-0.025499,-0.0071345,0.0037899,0.00029083
-0.0083661,-0.014476,-0.024993,-0.0069928,0.0037146,0.00028546
-0.0082,-0.014189,-0.024497,-0.0068539,0.0036409,0.00028017
-0.0080373,-0.013907,-0.02401,-0.0067177,0.0035686,0.00027495
-0.0078778,-0.013631,-0.023533,-0.0065843,0.0034978,0.0002698
-0.0077214,-0.013361,-0.023066,-0.0064535,0.0034283,0.00026472
-0.0075682,-0.013095,-0.022608,-0.0063253,0.0033603,0.00025972
-0.007418,-0.012835,-0.022159,-0.0061997,0.0032936,0.00025479
-0.0072708,-0.01258,-0.021719,-0.0060766,0.0032282,0.00024993
-0.0071265,-0.012331,-0.021288,-0.0059559,0.0031641,0.00024515
-0.006985,-0.012086,-0.020865,-0.0058376,0.0031013,0.00024044
-0.0068464,-0.011846,-0.020451,-0.0057217,0.0030397,0.0002358
-0.0067105,-0.011611,-0.020045,-0.0056081,0.0029794,0.00023124
-0.0065773,-0.01138,-0.019647,-0.0054967,0.0029203,0.00022675
-0.0064468,-0.011154,-0.019257,-0.0053875,0.0028623,0.00022233
-0.0063188,-0.010933,-0.018874,-0.0052806,0.0028055,0.00021799
-0.0061934,-0.010716,-0.018499,-0.0051757,0.0027498,0.00021373
-0.0060704,-0.010503,-0.018132,-0.0050729,0.0026952,0.00020954
-0.0059499,-0.010294,-0.017772,-0.0049722,0.0026417,0.00020542
-0.0058318,-0.01009,-0.017419,-0.0048735,0.0025892,0.00020138
-0.0057161,-0.0098897,-0.017073,-0.0047767,0.0025378,0.00019741
-0.0056026,-0.0096934,-0.016734,-0.0046818,0.0024875,0.00019351
-0.0054914,-0.0095009,-0.016402,-0.0045889,0.0024381,0.00018968
-0.0053824,-0.0093123,-0.016076,-0.0044978,0.0023897,0.00018593
-0.0052755,-0.0091274,-0.015757,-0.0044085,0.0023422,0.00018225
-0.0051708,-0.0089462,-0.015444,-0.0043209,0.0022957,0.00017864
-0.0050681,-0.0087686,-0.015138,-0.0042351,0.0022502,0.00017509
-0.0049675,-0.0085945,-0.014837,-0.0041511,0.0022055,0.00017162
-0.0048689,-0.0084238,-0.014543,-0.0040686,0.0021617,0.00016822
-0.0047723,-0.0082566,-0.014254,-0.0039879,0.0021188,0.00016488
-0.0046775,-0.0080927,-0.013971,-0.0039087,0.0020767,0.0001616
-0.0045847,-0.007932,-0.013694,-0.0038311,0.0020355,0.0001584
-0.0044936,-0.0077745,-0.013422,-0.003755,0.0019951,0.00015525
-0.0044044,-0.0076202,-0.013155,-0.0036805,0.0019555,0.00015217
-0.004317,-0.0074689,-0.012894,-0.0036074,0.0019167,0.00014915
-0.0042313,-0.0073206,-0.012638,-0.0035358,0.0018786,0.00014619
-0.0041473,-0.0071752,-0.012387,-0.0034656,0.0018413,0.00014328
-0.0040649,-0.0070328,-0.012141,-0.0033968,0.0018048,0.00014044
-0.0039842,-0.0068931,-0.0119,-0.0033293,0.0017689,0.00013765
-0.0039051,-0.0067563,-0.011664,-0.0032632,0.0017338,0.00013492
-0.0038276,-0.0066221,-0.011432,-0.0031984,0.0016994,0.00013224
-0.0037516,-0.0064907,-0.011205,-0.0031349,0.0016657,0.00012961
-0.0036771,-0.0063618,-0.010983,-0.0030727,0.0016326,0.00012704
-0.0036041,-0.0062355,-0.010765,-0.0030117,0.0016002,0.00012452
-0.0035326,-0.0061117,-0.010551,-0.0029519,0.0015684,0.00012206
-0.0034624,-0.0059904,-0.010342,-0.0028933,0.0015373,0.00011965
-0.0033937,-0.0058714,-0.010136,-0.0028359,0.0015068,0.0001173
-0.0033263,-0.0057549,-0.009935,-0.0027796,0.0014768,0.000115
-0.0032603,-0.0056406,-0.0097378,-0.0027244,0.0014475,0.00011277
-0.0031956,-0.0055286,-0.0095445,-0.0026704,0.0014188,0.0001106
-0.0031321,-0.0054188,-0.009355,-0.0026174,0.0013906,0.00010849
-0.0030699,-0.0053113,-0.0091692,-0.0025655,0.001363,0.00010645
-0.003009,-0.0052058,-0.0089872,-0.0025147,0.0013359,0.00010447
-0.0029492,-0.0051025,-0.0088088,-0.0024649,0.0013094,0.00010258
-0.0028907,-0.0050011,-0.0086339,-0.0024161,0.0012834,0.00010075
-0.0028333,-0.0049019,-0.0084625,-0.0023683,0.0012579,9.9008e-05
-0.0027771,-0.0048045,-0.0082945,-0.0023214,0.001233,9.7345e-05
-0.0027219,-0.0047091,-0.0081298,-0.0022755,0.0012085,9.5766e-05
-0.0026679,-0.0046156,-0.0079684,-0.0022306,0.0011845,9.4273e-05
-0.0026149,-0.004524,-0.0078102,-0.0021866,0.001161,9.287e-05
-0.002563,-0.0044342,-0.0076551,-0.0021435,0.0011379,9.1558e-05
-0.0025121,-0.0043462,-0.0075031,-0.0021013,0.0011153,9.0339e-05
-0.0024622,-0.0042599,-0.0073542,-0.0020599,0.0010932,8.9215e-05
-0.0024134,-0.0041753,-0.0072082,-0.0020195,0.0010715,8.8187e-05
-0.0023654,-0.0040924,-0.007065,-0.0019798,0.0010502,8.7255e-05
-0.0023185,-0.0040111,-0.0069248,-0.001941,0.0010294,8.6421e-05
-0.0022725,-0.0039315,-0.0067873,-0.001903,0.0010089,8.5684e-05
-0.0022273,-0.0038535,-0.0066525,-0.0018658,0.00098891,8.5044e-05
-0.0021831,-0.0037769,-0.0065205,-0.0018294,0.00096928,8.45e-05
-0.0021398,-0.003702,-0.006391,-0.0017937,0.00095004,8.4051e-05
-0.0020973,-0.0036285,-0.0062641,-0.0017588,0.00093118,8.3694e-05
-0.0020557,-0.0035564,-0.0061398,-0.0017246,0.00091269,8.3428e-05
-0.0020148,-0.0034858,-0.0060179,-0.0016911,0.00089457,8.325e-05
-0.0019748,-0.0034166,-0.0058984,-0.0016582,0.00087681,8.3157e-05
-0.0019356,-0.0033488,-0.0057813,-0.0016261,0.00085941,8.3144e-05
-0.0018972,-0.0032823,-0.0056665,-0.0015946,0.00084235,8.3208e-05
-0.0018595,-0.0032171,-0.005554,-0.0015638,0.00082562,8.3345e-05
-0.0018226,-0.0031532,-0.0054437,-0.0015336,0.00080924,8.3548e-05
-0.0017864,-0.0030906,-0.0053357,-0.001504,0.00079317,8.3814e-05
-0.001751,-0.0030293,-0.0052297,-0.001475,0.00077743,8.4136e-05
-0.0017162,-0.0029691,-0.0051259,-0.0014466,0.00076199,8.4508e-05
-0.0016821,-0.0029102,-0.0050241,-0.0014188,0.00074687,8.4925e-05
-0.0016487,-0.0028524,-0.0049244,-0.0013915,0.00073204,8.5378e-05
-0.001616,-0.0027958,-0.0048266,-0.0013647,0.00071751,8.5862e-05
-0.0015839,-0.0027403,-0.0047308,-0.0013385,0.00070327,8.637e-05
-0.0015525,-0.0026859,-0.0046369,-0.0013127,0.00068931,8.6895e-05
-0.0015217,-0.0026325,-0.0045448,-0.0012875,0.00067563,8.7428e-05
-0.0014914,-0.0025803,-0.0044546,-0.0012628,0.00066222,8.7964e-05
-0.0014618,-0.002529,-0.0043661,-0.0012385,0.00064908,8.8495e-05
-0.0014328,-0.0024788,-0.0042794,-0.0012147,0.00063619,8.9014e-05
-0.0014044,-0.0024296,-0.0041945,-0.0011913,0.00062357,8.9513e-05
-0.0013765,-0.0023814,-0.0041112,-0.0011684,0.00061119,8.9986e-05
-0.0013492,-0.0023341,-0.0040296,-0.0011459,0.00059906,9.0427e-05
-0.0013224,-0.0022878,-0.0039496,-0.0011238,0.00058717,9.0828e-05
-0.0012961,-0.0022423,-0.0038712,-0.0011022,0.00057552,9.1183e-05
-0.0012704,-0.0021978,-0.0037943,-0.0010809,0.00056409,9.1487e-05
-0.0012452,-0.0021542,-0.003719,-0.00106,0.0005529,9.1735e-05
-0.0012204,-0.0021114,-0.0036451,-0.0010395,0.00054192,9.1921e-05
-0.0011962,-0.0020695,-0.0035728,-0.0010194,0.00053117,9.2041e-05
-0.0011725,-0.0020284,-0.0035018,-0.00099963,0.00052063,9.2091e-05
-0.0011492,-0.0019881,-0.0034323,-0.00098023,0.00051029,9.2067e-05
-0.0011264,-0.0019487,-0.0033642,-0.00096119,0.00050017,9.1967e-05
-0.001104,-0.00191,-0.0032974,-0.00094249,0.00049024,9.1788e-05
-0.0010821,-0.0018721,-0.0032319,-0.00092413,0.00048051,9.1529e-05
-0.0010606,-0.0018349,-0.0031677,-0.00090611,0.00047097,9.1188e-05
-0.0010395,-0.0017985,-0.0031049,-0.00088842,0.00046163,9.0766e-05
-0.0010189,-0.0017628,-0.0030432,-0.00087104,0.00045246,9.0262e-05
-0.00099868,-0.0017278,-0.0029828,-0.00085399,0.00044348,8.9678e-05
-0.00097885,-0.0016935,-0.0029236,-0.00083725,0.00043468,8.9015e-05
-0.00095942,-0.0016598,-0.0028655,-0.00082083,0.00042606,8.8275e-05
-0.00094037,-0.0016269,-0.0028086,-0.0008047,0.0004176,8.7461e-05
-0.0009217,-0.0015946,-0.0027529,-0.00078888,0.00040931,8.6576e-05
-0.0009034,-0.0015629,-0.0026982,-0.00077335,0.00040119,8.5625e-05
-0.00088546,-0.0015319,-0.0026447,-0.00075811,0.00039322,8.4611e-05
-0.00086788,-0.0015015,-0.0025921,-0.00074316,0.00038542,8.354e-05
-0.00085065,-0.0014717,-0.0025407,-0.00072849,0.00037777,8.2415e-05
-0.00083376,-0.0014424,-0.0024902,-0.0007141,0.00037027,8.1244e-05
-0.00081721,-0.0014138,-0.0024408,-0.00069998,0.00036292,8.0031e-05
-0.00080099,-0.0013857,-0.0023923,-0.00068613,0.00035572,7.8783e-05
-0.00078508,-0.0013582,-0.0023448,-0.00067255,0.00034866,7.7505e-05
-0.0007695,-0.0013313,-0.0022983,-0.00065923,0.00034174,7.6203e-05
-0.00075422,-0.0013048,-0.0022527,-0.00064617,0.00033495,7.4882e-05
-0.00073925,-0.0012789,-0.0022079,-0.00063336,0.0003283,7.355e-05
-0.00072457,-0.0012535,-0.0021641,-0.00062081,0.00032179,7.221e-05
-0.00071018,-0.0012286,-0.0021211,-0.00060849,0.0003154,7.0869e-05
-0.00069608,-0.0012043,-0.002079,-0.00059642,0.00030914,6.953e-05
-0.00068226,-0.0011803,-0.0020377,-0.00058459,0.000303,6.8199e-05
-0.00066872,-0.0011569,-0.0019973,-0.00057298,0.00029699,6.6879e-05
-0.00065544,-0.0011339,-0.0019576,-0.00056161,0.00029109,6.5574e-05
-0.00064243,-0.0011114,-0.0019188,-0.00055046,0.00028531,6.4286e-05
-0.00062967,-0.0010894,-0.0018807,-0.00053954,0.00027965,6.3017e-05
-0.00061717,-0.0010677,-0.0018433,-0.00052882,0.00027409,6.177e-05
-0.00060492,-0.0010465,-0.0018067,-0.00051833,0.00026865,6.0546e-05
-0.00059291,-0.0010258,-0.0017709,-0.00050803,0.00026332,5.9344e-05
-0.00058114,-0.0010054,-0.0017357,-0.00049795,0.00025809,5.8166e-05
-0.0005696,-0.00098543,-0.0017012,-0.00048806,0.00025297,5.7011e-05
-0.00055829,-0.00096587,-0.0016675,-0.00047837,0.00024794,5.5879e-05
